episode,timestep,return,length
580,32651,16.0,16
581,32741,90.0,90
582,32764,23.0,23
583,32778,14.0,14
584,32866,88.0,88
585,32953,87.0,87
586,33037,84.0,84
587,33288,251.0,251
588,33299,11.0,11
589,33422,123.0,123
590,33532,110.0,110
591,33635,103.0,103
592,33647,12.0,12
593,33739,92.0,92
594,33847,108.0,108
595,33935,88.0,88
596,34022,87.0,87
597,34046,24.0,24
598,34061,15.0,15
599,34076,15.0,15
600,34098,22.0,22
601,34118,20.0,20
602,34210,92.0,92
603,34229,19.0,19
604,34248,19.0,19
605,34323,75.0,75
606,34415,92.0,92
607,34510,95.0,95
608,34613,103.0,103
609,34725,112.0,112
610,34850,125.0,125
611,34969,119.0,119
612,34992,23.0,23
613,35119,127.0,127
614,35211,92.0,92
615,35307,96.0,96
616,35466,159.0,159
617,35481,15.0,15
618,35496,15.0,15
619,35514,18.0,18
620,35527,13.0,13
621,35543,16.0,16
622,35558,15.0,15
623,35574,16.0,16
624,35586,12.0,12
625,35602,16.0,16
626,35618,16.0,16
627,35643,25.0,25
628,35657,14.0,14
629,35677,20.0,20
630,35692,15.0,15
631,35707,15.0,15
632,35721,14.0,14
633,35736,15.0,15
634,35751,15.0,15
635,35767,16.0,16
636,35783,16.0,16
637,35806,23.0,23
638,35827,21.0,21
639,35840,13.0,13
640,35930,90.0,90
641,36036,106.0,106
642,36066,30.0,30
643,36155,89.0,89
644,36176,21.0,21
645,36267,91.0,91
646,36295,28.0,28
647,36371,76.0,76
648,36456,85.0,85
649,36537,81.0,81
650,36614,77.0,77
651,36702,88.0,88
652,36783,81.0,81
653,36869,86.0,86
654,36953,84.0,84
655,37030,77.0,77
656,37114,84.0,84
657,37183,69.0,69
658,37257,74.0,74
659,37336,79.0,79
660,37412,76.0,76
661,37488,76.0,76
662,37568,80.0,80
663,37644,76.0,76
664,37715,71.0,71
665,37798,83.0,83
666,37877,79.0,79
667,37979,102.0,102
668,38007,28.0,28
669,38089,82.0,82
670,38204,115.0,115
671,38309,105.0,105
672,38410,101.0,101
673,38423,13.0,13
674,38440,17.0,17
675,38453,13.0,13
676,38466,13.0,13
677,38481,15.0,15
678,38495,14.0,14
679,38509,14.0,14
680,38524,15.0,15
681,38536,12.0,12
682,38549,13.0,13
683,38563,14.0,14
684,38575,12.0,12
685,38590,15.0,15
686,38605,15.0,15
687,38617,12.0,12
688,38630,13.0,13
689,38645,15.0,15
690,38657,12.0,12
691,38798,141.0,141
692,38963,165.0,165
693,39059,96.0,96
694,39146,87.0,87
695,39259,113.0,113
696,39367,108.0,108
697,39436,69.0,69
698,39536,100.0,100
699,39639,103.0,103
700,39754,115.0,115
701,39864,110.0,110
702,39976,112.0,112
703,40083,107.0,107
704,40189,106.0,106
705,40211,22.0,22
706,40291,80.0,80
707,40318,27.0,27
708,40331,13.0,13
709,40408,77.0,77
710,40485,77.0,77
711,40592,107.0,107
712,40664,72.0,72
713,40826,162.0,162
714,40840,14.0,14
715,40914,74.0,74
716,40930,16.0,16
717,40950,20.0,20
718,41032,82.0,82
719,41194,162.0,162
720,41372,178.0,178
721,41740,368.0,368
722,42004,264.0,264
723,42428,424.0,424
724,42616,188.0,188
725,42759,143.0,143
726,43203,444.0,444
727,43333,130.0,130
728,43347,14.0,14
729,43361,14.0,14
730,43376,15.0,15
731,43391,15.0,15
732,43404,13.0,13
733,43419,15.0,15
734,43432,13.0,13
735,43448,16.0,16
736,43465,17.0,17
737,43481,16.0,16
738,43495,14.0,14
739,43508,13.0,13
740,43521,13.0,13
741,43812,291.0,291
742,43918,106.0,106
743,44021,103.0,103
744,44521,500.0,500
745,44810,289.0,289
746,45077,267.0,267
747,45385,308.0,308
748,45500,115.0,115
749,45630,130.0,130
750,45790,160.0,160
751,45922,132.0,132
752,46048,126.0,126
753,46179,131.0,131
754,46316,137.0,137
755,46457,141.0,141
756,46605,148.0,148
757,46852,247.0,247
758,46946,94.0,94
759,47039,93.0,93
760,47127,88.0,88
761,47215,88.0,88
762,47304,89.0,89
763,47324,20.0,20
764,47418,94.0,94
765,47536,118.0,118
766,47629,93.0,93
767,47742,113.0,113
768,47861,119.0,119
769,47961,100.0,100
770,48068,107.0,107
771,48166,98.0,98
772,48250,84.0,84
773,48337,87.0,87
774,48417,80.0,80
775,48503,86.0,86
776,48592,89.0,89
777,48683,91.0,91
778,48819,136.0,136
779,48941,122.0,122
780,49076,135.0,135
781,49202,126.0,126
782,49325,123.0,123
783,49458,133.0,133
784,49958,500.0,500
785,50056,98.0,98
